姓名,部门,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
员工825,,,,,,,,,,,,,,,,,,,,,,,,,"17:45
     ",,,,,,,
员工826,房务部,,,,,,"07:41
     ","07:39
     ","07:41
     ","07:39
     ",,,,,"07:39
     ","07:35
     ","07:35
     ","07:35
     ","07:38
     ","07:36
     ","07:36
     ","18:30
     ","18:31
     ",,,,"18:08
     ",,,,,
员工827,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工828,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工829,房务部,"07:26
     ","07:30
     ","07:31
     ","07:30
     ",,"07:26
     ","08:13
     ",,,"17:34
     ","07:28
     ","07:25
     ","07:30
     ","07:31
     ","07:28
     ","07:27
     ","08:21
     ","07:22
     ","07:37
     ","07:23
     ",,,"08:20
     ",,,,,,"07:23
     ","07:31
     ","07:31
     "
员工830,房务部,,,,,,,"07:14
     ","07:16
     ","07:16
     ","07:15
     ","07:16
     ","07:16
     ","07:23
     ","07:15
     ","07:13
     ","07:14
     ","07:15
     ","07:14
     ","07:18
     ",,,,,"07:13
     ","07:12
     ","07:14
     ","11:33
     ","07:19
     ","07:19
     ","07:17
     ",
员工831,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工832,房务部,,,"17:54
     ","17:59
     ",,,,,,,,,,,,,,,,,,,,,,,,,"12:04
     ",,
员工833,房务部,,,"17:27
     ",,,,"17:29
     ","07:17
     ","07:19
     ","07:22
     ","18:30
     ",,"11:13
     ","17:42
     ",,,,"07:32
     ",,"17:25
     ",,"18:32
     ",,,,,,,,"07:17
     ","07:18
18:29"
员工834,房务部,,,,"11:42
     ",,,,,,,,"11:49
18:02",,,,,"07:58
11:29","08:31
11:40","11:50
11:52",,,,,,,,"11:38
17:40","11:50
17:30","12:09
17:44",,
员工835,,,,,,,,,,,,,,,,,,"17:41
     ","17:47
     ","17:46
     ",,,,,,,,,,,,
员工836,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工837,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工838,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工839,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工840,房务部,"18:31
     ","17:49
     ",,"08:08
     ",,,,,"08:01
     ","08:13
17:30","17:57
     ","08:05
17:30","17:29
     ","17:27
     ",,"17:27
     ","17:50
     ","08:09
17:27","08:02
     ","07:57
     ","07:58
     ","17:31
     ","08:09
17:49","08:07
     ",,"18:29
     ","08:23
     ","08:07
12:19","17:29
     ","17:50
     ","07:57
     "
员工841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:32
     ",,,
员工842,房务部,,,,,,,,,,,"17:57
     ",,,,,,,,,,,,"17:50
     ",,,,,,"17:46
     ",,
员工843,房务部,"07:18
     ","07:17
     ","07:15
     ","07:17
     ","07:15
     ","07:18
     ","07:13
     ","07:14
     ","07:15
     ","07:58
11:41","07:14
     ","07:14
     ","07:22
     ","07:14
     ","07:14
     ","07:14
     ","07:15
     ","07:13
     ","07:16
     ","07:14
     ","07:18
     ","07:16
     ","07:16
     ","07:19
     ","07:12
     ","07:14
     ","07:20
     ","07:18
     ","07:16
     ","07:15
     ","07:17
     "
员工844,,,,,,,,,,,"18:11
     ",,,,,,,,,,,,,,,,,,,,,
员工845,管事部,"17:28
     ","17:37
     ","17:42
     ","17:53
     ",,,"17:34
     ","17:50
     ","18:18
     ","18:02
     ","17:57
     ","11:51
     ","11:58
17:49","17:56
     ","17:43
     ","17:55
     ","18:06
     ","17:46
     ","12:09
17:53","11:47
17:38","11:46
17:44","13:05
17:42","17:55
     ","17:36
     ","17:36
     ","17:44
     ","17:47
     ","17:50
     ","11:51
17:50","11:41
17:41","17:45
     "
员工846,房务部,,,,,,,,,,,,,,,,"18:31
     ",,,,,,,,,,,,,,,
员工847,房务部,"07:24
     ",,"07:15
     ","07:43
     ",,"08:12
     ","08:33
17:44","07:34
     ","07:22
     ",,,,,,"07:52
     ","07:40
     ",,"07:31
     ",,,"12:02
17:28","07:48
     ","07:50
     ","07:57
     ","07:58
     ",,"07:57
     ",,"07:34
12:00","08:08
12:00","07:21
     "
员工848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:34
     ",,
员工849,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工850,房务部,,"11:54
18:22","12:31
17:47",,,,,,"17:56
     ","12:19
17:53","12:27
17:57",,,,"11:33
     ","11:32
     ","12:06
18:21",,,,,,,,,"12:21
18:03",,,"08:16
     ","11:39
18:05","12:06
18:58"
员工851,房务部,"07:22
     ",,,,,"07:17
     ","07:18
     ","07:20
     ","07:17
     ",,,"07:13
17:54","07:17
     ","07:18
     ","17:58
     ",,,"07:20
17:51","07:19
     ","07:20
     ","07:21
18:32","07:22
     ",,,,,,,"07:21
     ","07:19
     ",
员工852,房务部,"18:12
     ","18:36
     ","18:33
     ","12:28
     ","12:21
     ","12:19
     ","19:23
     ","18:07
     ","18:38
     ","18:33
     ",,"12:30
     ","18:17
     ","18:18
     ","07:39
18:33","19:20
     ","17:50
     ","17:50
     ",,"17:59
     ",,,,,,,,,,,
员工853,房务部,"18:33
     ","18:45
     ","18:46
     ",,,"18:34
     ","18:29
     ",,"12:33
     ","12:17
18:38","18:31
     ","17:54
     ","18:37
     ",,,"12:45
     ",,"12:06
     ",,"11:46
     ","18:30
     ","17:51
     ",,,"18:31
     ","11:35
     ","18:53
     ","18:32
     ","18:54
     ","18:27
     ","18:33
     "
员工854,房务部,"11:57
     ",,"12:37
     ","12:46
     ","12:41
18:25",,"12:37
     ",,,"12:39
     ",,"18:18
     ",,,,"12:34
     ","12:27
     ","12:44
     ","12:34
18:29",,,,"11:28
     ","11:43
     ","12:10
     ","12:02
     ","11:49
     ","12:25
     ","18:22
     ","12:27
18:44",
员工855,销售部,"12:18
     ","12:23
     ","12:28
     ","12:29
18:33","18:25
     ","11:51
     ","12:37
     ",,,"12:39
     ",,"11:32
     ",,,"12:18
     ","12:48
     ","12:35
     ","12:45
     ","18:29
     ",,"12:28
     ",,"12:21
18:32","11:43
     ","12:22
     ","12:26
     ","11:53
     ","12:23
18:16","12:25
18:22","12:27
     ",
员工856,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工857,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工858,房务部,,,,"17:54
     ",,,"12:24
18:40",,,,,,,,,,,,,"07:35
     ",,,,,,,,"11:54
18:42","12:44
     ",,
员工859,房务部,,,,,,,,,,,,,,,,"17:40
     ",,,,,,,,,,,,,,,
员工860,管事部,,,"12:22
     ",,,,,,,,,,,,,,,,,,,,,,,,"12:18
     ",,,,
员工861,客房部,,,"18:28
     ",,"07:38
     ",,,"07:32
     ","07:34
18:32","07:37
     ","07:39
     ","07:38
     ","07:40
     ","18:18
     ","07:41
     ","07:36
     ","07:40
18:31",,"07:34
     ","07:39
     ",,,,,"07:41
     ","07:38
     ","07:40
     ",,,"07:41
     ",
员工862,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工863,房务部,,"07:39
     ","07:38
     ","07:38
     ",,"07:40
     ","07:40
     ",,"07:39
     ",,"18:30
     ","18:28
     ","07:41
     ","07:42
     ",,"07:38
     ","11:58
     ","07:41
     ","07:42
     ","07:42
     ",,,"18:39
     ","07:37
     ","07:37
     ",,"07:39
     ","07:39
     ","11:41
     ","18:50
     ","07:42
     "
员工864,客房部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工865,房务部,,,,,,"11:12
     ",,,,,"12:27
     ",,"11:08
     ","11:11
     ",,"11:15
     ","11:16
     ","11:57
     ","11:44
     ",,,,,,,,"11:11
     ","11:00
11:02",,,
员工866,房务部,"08:24
17:29","19:30
     ","17:49
     ",,,,,,,,,,,"17:43
     ","18:31
     ","17:51
     ",,,,"18:05
     ",,,,"17:59
     ","06:50
     ",,,,,"17:50
     ","18:01
     "
员工867,房务部,,,,,,,,,,,,,,,,,,,,"11:25
19:06",,,,,,,,,,,
员工868,房务部,,,,,,,,,,,,,,,,,"18:16
     ","07:21
17:51",,,,,,,,,,,,,
员工869,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工870,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工871,保安部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工872,房务部,,"17:30
     ",,"12:44
     ",,,"11:42
     ",,,,,,,,,,,,,,,"08:23
18:58","08:30
     ",,"08:27
     ",,,,,,"12:32
     "
员工873,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工874,销售部,,,,,,,,,,,,,,,"07:08
     ",,,,,,,,,,,,,,,,
员工875,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工876,销售部,,,,"08:04
     ",,,,,,"08:04
     ","08:04
18:29","08:04
     ",,,,"08:05
     ","08:01
     ","18:30
     ",,,"08:00
     ","08:00
     ",,"18:35
     ",,,,,"08:04
     ",,
员工877,销售部,,"08:11
     ","07:56
     ","07:57
     ","07:58
     ","07:59
     ","08:02
     ",,,"08:09
     ","08:04
     ","08:02
     ","07:59
     ","08:08
     ","12:19
18:56","12:01
18:06","08:01
     ","08:03
     ","07:53
     ","08:05
     ","07:51
     ",,"07:59
     ","08:10
     ","12:32
18:33","12:11
18:25","08:00
     ","08:01
     ","08:02
     ",,
员工878,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工879,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工880,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工881,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工882,销售部,,"08:14
     ","08:14
     ",,,,,"08:14
     ","08:16
     ","08:16
     ","08:22
     ","08:20
     ",,,"08:19
     ","08:21
     ","08:19
     ",,"08:17
     ",,,,,,"08:15
     ","08:14
     ",,"08:16
     ",,,
员工883,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工884,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工885,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工886,销售部,,,,,"08:26
     ","12:43
     ",,,,,,,,,,,,,,,,,,,,,,,,,
员工887,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工888,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工889,销售部,,,,,,,,,,,,,,,,,,,,,,,,,"18:52
     ",,,,,,
员工890,销售部,"19:28
     ","08:22
     ","08:21
     ","08:19
18:51","08:27
     ","12:29
     ","19:09
     ","08:27
     ","08:30
     ","08:26
     ","08:28
     ","08:30
     ",,"18:06
     ","08:24
     ",,"08:29
     ",,,"12:37
     ",,,,,,,"17:57
     ",,"08:22
     ",,
员工891,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工892,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工893,客房部,,,,,,,,,,"17:54
     ",,,,,,,,,,,,,,,,,,,,,
员工894,房务部,,"17:38
     ","12:29
17:51",,,,,,"11:56
17:37",,"12:30
17:34",,,,,"18:19
     ","11:33
17:44",,,,"12:06
17:50",,,,,"18:00
     ",,,,,
员工895,房务部,"07:00
     ","06:49
     ","06:47
     ","06:47
     ","06:46
     ","06:50
     ","06:45
     ","06:49
     ",,"06:54
     ","06:49
     ","06:46
     ","06:48
     ","06:47
     ","06:49
     ","06:44
     ","06:44
     ","06:43
     ","06:39
     ","06:44
     ",,,,,,"18:22
     ","18:03
     ","06:32
     ","18:11
     ","18:12
     ",
员工896,销售部,"18:47
     ",,,,,"12:15
     ","19:04
     ",,,,"17:24
     ","12:37
     ","11:09
     ",,,,,"17:24
     ","17:32
     ",,"17:42
     ","12:23
     ",,,"17:46
     ",,,,,"17:33
     ",
员工897,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工898,房务部,,,"17:53
     ",,,"17:36
     ",,,,,"17:28
     ",,,,,,,,,,"11:54
17:29",,,,"12:16
     ","11:23
     ","12:29
     ","11:33
17:26","17:42
     ","17:32
     ",
员工899,房务部,,,,,,,,,,,"08:09
     ","08:15
     ","08:16
     ",,,,,"08:26
     ","11:18
     ","08:32
11:38",,,,,,,,,,,
员工900,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工901,财务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工902,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工903,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工904,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工905,房务部,,,,,,,,,,,"17:28
     ",,,,,,,"07:19
17:29",,,,,,,,,,,,,
员工906,房务部,"11:47
17:23","12:18
     ","12:32
17:37",,"17:29
     ","17:27
     ","11:06
     ","11:36
17:39",,,,,,"11:25
17:32","11:03
     ","11:46
17:26","17:37
     ","11:07
     ","11:41
     ","11:51
     ","17:24
     ","17:26
     ",,"11:33
     ","11:43
17:56","11:27
17:27",,,,"12:04
     ","11:23
     "
员工907,房务部,"11:03
     ","11:24
     ","11:10
17:37","11:22
17:28",,,,,,"17:29
     ",,,,"17:53
     ",,"17:26
     ","17:55
     ","17:26
     ",,,"11:16
17:25",,,,,,,"17:29
     ",,"11:18
     ","11:19
     "
员工908,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工909,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工910,房务部,,,,,"17:29
     ",,"19:10
     ",,"17:20
     ",,,,,,,,,,"17:25
     ",,"17:24
     ","17:26
     ",,,,,,,,"17:33
     ",
员工911,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工912,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工913,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工914,房务部,,,,"17:47
     ",,,,,,,,,,"08:26
11:14",,,,,,,,,,,,,,,,,
员工915,,,,,,,,,,,,,,,"17:27
     ",,,,,,,,,,,,,,,,,
员工916,房务部,"17:39
     ",,,,,,,,"17:59
     ",,,,,,,,,,,,,,,,,"12:22
18:05",,,,,
员工917,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工918,房务部,,,,,,,,,,,,"12:07
17:30",,,,,,,,,"12:06
     ",,,,,,,,,,
员工919,房务部,,,"12:21
     ",,,,,,,,"18:11
     ",,,,,,,,,"18:27
     ",,,,,,"18:34
     ","12:17
     ",,,,
员工920,房务部,,,,,,,,,,,,,,,,,,,,,,,,"11:43
     ","17:48
     ","06:37
     ",,,,,
员工921,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工922,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工923,房务部,,,,,"07:35
18:01","18:00
     ",,,,,,,"18:11
     ","12:53
18:48",,"17:50
     ",,,,,"11:22
17:56","11:38
19:12",,"18:49
     ",,"19:03
     ","07:19
     ","11:37
     ","12:17
19:22",,
员工924,客房部,,,,,,,,,,,,,,"11:32
     ",,"12:35
     ","11:35
     ","17:28
     ","11:16
     ","17:24
     ","11:16
17:25","11:25
17:26",,,,,,"11:24
     ",,,
员工925,房务部,,,,"17:49
     ",,,,,"18:54
     ",,,,,,,,,"18:53
     ","18:54
     ",,"07:43
18:11","07:45
     ",,,"17:48
     ",,"17:55
     ",,,,
员工926,房务部,,,,,,,,,,,,,,,,,"18:00
     ",,"17:54
     ",,,,,,,,,,,,
员工927,中厨房,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工928,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工929,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工930,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工931,管事部,,"06:49
     ","06:47
     ",,,,"06:45
     ","06:49
     ","06:50
     ",,,"06:46
     ",,,,,,"06:43
     ","06:39
     ",,,,,,,"18:22
     ","06:31
18:03",,,,
员工932,房务部,,,,,,,,,,,,,,,,,"07:40
     ",,,,,,,,,,,,,,
员工933,房务部,,,,,,,,,,,,,,,,,,,,,,,,"11:34
     ",,,,"17:55
     ",,,
员工934,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工935,房务部,"07:22
11:39",,,"18:29
     ",,,,,,,,,,,,"18:31
     ",,,,,"18:31
     ","08:03
11:53",,,,,,,,,
员工936,,"17:33
     ",,,,,,,,,,,,,,,,,,,,,"17:28
     ",,,,,,,,,
员工937,工程部,"08:22
     ","08:16
17:31","08:12
18:58","08:12
     ","08:12
     ","08:07
     ",,"08:09
18:47","08:11
     ","08:12
     ","08:11
     ","08:10
19:02","08:20
     ","08:17
     ","08:09
     ","08:12
     ","08:11
     ","08:13
     ","08:16
     ",,"08:06
     ","08:09
19:07","08:11
18:57","08:12
18:54","07:59
     ","08:09
18:50","08:10
18:47","08:11
     ","08:16
19:19","08:23
     ","08:12
     "
员工938,管事部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工939,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工940,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工941,餐饮部,,,,"17:45
     ",,,,"18:19
     ","17:36
     ",,,,,,,,"07:27
     ",,,,"18:50
     ",,,,"17:53
     ","18:01
     ",,,,,
员工942,西厨房,,,,,"18:06
     ","18:06
     ",,"18:34
     ","08:02
18:30","08:06
     ","07:33
     ","18:41
     ","18:54
     ","07:21
     ",,,,,"18:13
     ",,,,,,,,,"18:45
     ","18:57
     ",,
员工943,保安部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工944,房务部,,,,,,"17:34
     ",,,,,"11:13
     ",,"11:16
     ","11:13
     ",,,,,,,,,,,,,,,,,
员工945,管事部,"07:37
12:22","07:38
12:21","07:39
12:10","07:38
12:12","07:38
11:39","07:38
12:05","07:40
12:08","07:40
11:56","07:41
12:35","07:39
12:21","07:40
12:14","07:38
12:26","07:38
12:12","07:40
12:34","07:40
12:20","07:41
11:55","07:39
12:31","07:39
12:15","07:39
12:52","07:39
12:23","07:39
12:04","07:39
12:08","07:39
12:25","07:39
12:02","17:37
     ","07:38
12:08","07:39
12:21","07:38
12:25","07:38
12:02","07:40
11:59","07:38
12:12"
员工946,管事部,,"17:34
     ",,"17:32
     ","17:33
     ","17:37
     ","17:40
     ","17:44
     ","17:35
     ","17:41
     ","17:31
     ","17:39
     ","17:39
     ","17:35
     ","17:38
     ","17:36
     ","17:38
     ","17:35
     ","17:41
     ","17:35
     ","17:34
     ","17:33
     ","17:38
     ","17:35
     ",,"17:38
     ","17:34
     ","17:42
     ","17:37
     ","17:35
     ","17:35
     "
